Reactant1;Reactant2;Product;Yield;temperature;ML;B;S;catalysts;ligands;bases;solvents
OB(O)c1ccc(Cl)cc1Cl;CC(C)(C)OC(=O)N1CCN(C(=O)c2cc(Br)c[nH]2)CC1;CC(C)(C)OC(=O)N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3Cl)c[nH]2)CC1;62.35;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
CS(=O)(=O)c1ccc(B(O)O)cc1;Oc1ccc(Br)nc1;CS(=O)(=O)c1ccc(-c2ccc(O)cn2)cc1;61.2;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC
OB(O)c1cc(F)ncc1Cl;CC(C)(C)OC(=O)N(CC1CCCOC1)c1ccc(Cl)c(Br)n1;CC(C)(C)OC(=O)N(CC1CCCOC1)c1ccc(Cl)c(-c2cc(F)ncc2Cl)n1;40.0;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]ClCCl[SPLIT]O
OB(O)c1cccnc1;CC(C)(C)OC(=O)N1CCN(c2ccc(I)cc2)CC1;CC(C)(C)OC(=O)N1CCN(c2ccc(-c3cccnc3)cc2)CC1;32.0;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])O.[Na+];CCOC(C)=O[SPLIT]COCCOC
OB(O)c1cc2ccccc2o1;NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(Br)c(CO)c1;NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(-c2cc3ccccc3o2)c(CO)c1;20.05;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[K+].[K+];C1CCOC1[SPLIT]CCOC(C)=O[SPLIT]O
OB(O)c1ccc(O)c(F)c1;Nc1ncnc2c1c(I)nn2Cc1nc2ccccc2n1-c1ccccc1;Nc1ncnc2c1c(-c1ccc(O)c(F)c1)nn2Cc1nc2ccccc2n1-c1ccccc1;34.3;20;M0M;B13B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;[Cs+].[F-];COCCOC[SPLIT]O
CC(=O)OCc1c(B(O)O)ccnc1-n1ncc2c3c(sc2c1=O)CCCC3;CC(=O)N1CCn2nc(Nc3cc(Br)cn(C)c3=O)cc2C1;CC(=O)OCc1c(-c2cc(Nc3cc4n(n3)CCN(C(C)=O)C4)c(=O)n(C)c2)ccnc1-n1ncc2c3c(sc2c1=O)CCCC3;31.1;20;M0M;B15B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;CC(=O)[O-].CC(=O)[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+];CC#N[SPLIT]O
COc1ccc(B(O)O)cn1;CCOC(=O)c1cncc(-c2ncnc3ccc(Br)cc23)c1;CCOC(=O)c1cncc(-c2ncnc3ccc(-c4ccc(OC)nc4)cc23)c1;81.2;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCOC(C)=O[SPLIT]COCCOC
OB(O)c1ccccc1;Brc1cnc(I)nc1;Brc1cnc(-c2ccccc2)nc1;50.0;20;M7M;B12B;S27S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];Cc1ccccc1[SPLIT]O
OB(O)c1ccc(F)cc1;Cc1cc(F)nc(Br)c1;Cc1cc(F)nc(-c2ccc(F)cc2)c1;36.1;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])O.[Na+];COCCOC[SPLIT]O
O=[N+]([O-])c1ccc(B(O)O)cc1;O=Cc1cn(C2CCCCO2)nc1I;O=Cc1cn(C2CCCCO2)nc1-c1ccc([N+](=O)[O-])cc1;56.0;20;M7M;B12B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])O.[Na+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
CS(=O)c1ccc(B(O)O)cc1;O=Cc1cc(Br)c2[nH]ccc2c1;CS(=O)c1ccc(-c2cc(C=O)cc3cc[nH]c23)cc1;63.75;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
N#Cc1ccc(B(O)O)cc1;CN1CCC[C@@H](COc2cc(Br)c(Cl)n3cncc23)C1;CN1CCC[C@@H](COc2cc(-c3ccc(C#N)cc3)c(Cl)n3cncc23)C1;81.85;20;M4M;B12B;S28S;CC(=O)[O-].CC(=O)[O-].[Pd+2];Cc1ccccc1P(c1ccccc1C)c1ccccc1C;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
Nc1nc2cc(B(O)O)ccc2o1;Brc1cnc2ccc(N3CCOCC3)nc2c1;Nc1nc2cc(-c3cnc4ccc(N5CCOCC5)nc4c3)ccc2o1;67.2;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]O
CCCCCCCCCCc1ccc(B(O)O)c(F)c1F;CCCCCCOc1ccc(-c2ncc(Br)cn2)cn1;CCCCCCCCCCc1ccc(-c2cnc(-c3ccc(OCCCCCC)nc3)nc2)c(F)c1F;39.1;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
N#Cc1ccc(B(O)O)cc1;O=Cc1ccc(Br)o1;N#Cc1ccc(-c2ccc(C=O)o2)cc1;65.95;20;M2M;B13B;S21S;[Pd].[Pd];CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(C=Cc1ccccc1)C=Cc1ccccc1;[F-].[K+];C1COCCO1[SPLIT]CCOCC
O=C(NC1CCCC1)c1ccc(B(O)O)cc1;COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(Br)sc2c1;COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(C(=O)NC4CCCC4)cc3)sc2c1;57.4;20;M8M;B13B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];C1CCC(P(C2CCCCC2)C2CCCCC2)CC1;[Cs+].[F-];CC#N
OB(O)c1ccc(F)cc1;CC(C)(C)C(=O)Nc1nc2ncc(Br)cc2c(=O)[nH]1;CC(C)(C)C(=O)Nc1nc2ncc(-c3ccc(F)cc3)cc2c(=O)[nH]1;37.8;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
CC(C)(C)[Si](C)(C)O[C@@H]1CC[C@@H](n2cc(B(O)O)cn2)CC1;Nc1ncc(I)c2c(Cl)c(Cl)oc12;CC(C)(C)[Si](C)(C)O[C@@H]1CC[C@@H](n2cc(-c3cnc(N)c4oc(Cl)c(Cl)c34)cn2)CC1;55.35;20;M2M;B12B;S28S;Cl[Pd]Cl;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
Cn1c(C#N)ccc1B(O)O;O=S(=O)(NC1CC1)c1ccc(Br)cc1OC(F)(F)F;Cn1c(C#N)ccc1-c1ccc(S(=O)(=O)NC2CC2)c(OC(F)(F)F)c1;28.8;20;M9M;B13B;S22S;[Pd].[Pd];CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;[F-].[K+];
CCOC(=O)c1cccc(B(O)O)c1;Nc1ncc(Br)cc1[N+](=O)[O-];CCOC(=O)c1cccc(-c2cnc(N)c([N+](=O)[O-])c2)c1;76.75;20;M9M;B12B;S22S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CCOC(C)=O
OB(O)c1ccncc1;CCOC(=O)c1ccc(Br)cc1;CCOC(=O)c1ccc(-c2ccncc2)cc1;35.1;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];C1COCCO1
OB(O)c1cc(F)ncc1Cl;CC1(C)COCC(CNc2cccc(Br)n2)O1;CC1(C)COCC(CNc2cccc(-c3cc(F)ncc3Cl)n2)O1;80.7;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]ClCCl[SPLIT]O
CNC(=O)c1ccc(B(O)O)cc1;Brc1cnc2c(N3CCOCC3)snc2c1;CNC(=O)c1ccc(-c2cnc3c(N4CCOCC4)snc3c2)cc1;31.0;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];
OB(O)c1ccc(F)cc1;OCc1cncc(Br)c1;OCc1cncc(-c2ccc(F)cc2)c1;84.2;20;M3M;B12B;S20S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];Cc1ccccc1
CC(=O)OCc1c(B(O)O)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;Cn1cc(Br)cc(Nc2ccn3ccnc3n2)c1=O;CC(=O)OCc1c(-c2cc(Nc3ccn4ccnc4n3)c(=O)n(C)c2)ccnc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O;33.5;20;M0M;B15B;S29S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;CC(=O)[O-].CC(=O)[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[Na+].[Na+].[Na+].[Na+];CC#N[SPLIT]O
COc1cccc(B(O)O)c1OC;CC(C)n1nc(I)c2c(N)ncnc21;COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC;87.7;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]COCCOC
COc1ccc(B(O)O)cn1;COC(=O)c1cc(Br)oc1C;COC(=O)c1cc(-c2ccc(OC)nc2)oc1C;80.75;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
CCOc1ccc(F)c(B(O)O)c1;Cc1nc(C#N)cc(Br)c1C;CCOc1ccc(F)c(-c2cc(C#N)nc(C)c2C)c1;74.4;20;M3M;B12B;S28S;c1ccc([P]([Pd][P](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
O=C(O)CCc1ccc(B(O)O)cc1;CCn1c(-c2nc(Br)cnc2N)nc2cnccc21;CCn1c(-c2nc(-c3ccc(CCC(=O)O)cc3)cnc2N)nc2cnccc21;21.6;20;M1M;B12B;S19S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[K+].[K+];CN(C)C=O
O=C1c2ccccc2C(=O)N1Cc1ccc(B(O)O)cn1;CC[C@H]1CN(C(=O)OCc2ccccc2)C[C@H]1Nc1c(C(N)=O)cnn2cc(Br)cc12;CC[C@H]1CN(C(=O)OCc2ccccc2)C[C@H]1Nc1c(C(N)=O)cnn2cc(-c3ccc(CN4C(=O)c5ccccc5C4=O)nc3)cc12;44.650000000000006;20;M0M;B16B;S19S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];CC(=O)N(C)C
Cc1ccc(B(O)O)cc1;Cc1nn(C)c(-c2ccc3c(c2)NC(=O)CO3)c1Br;Cc1ccc(-c2c(C)nn(C)c2-c2ccc3c(c2)NC(=O)CO3)cc1;55.9;20;M5M;B16B;S21S;CC(C)(C)[P]([Pd][P](C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C;;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
Cc1c(B(O)O)cnn1C;CC1(C)CN(S(C)(=O)=O)CC1Nc1c(C(N)=O)cnn2cc(Br)cc12;Cc1c(-c2cc3c(NC4CN(S(C)(=O)=O)CC4(C)C)c(C(N)=O)cnn3c2)cnn1C;35.05;20;M1M;B16B;S21S;CC(=O)[O-].CC(=O)[O-].[Pd+2];CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
OB(O)c1ccncc1;Nc1cc(Br)cc(C(=O)O)c1;Nc1cc(C(=O)O)cc(-c2ccncc2)c1;40.15;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccc(F)cc1;O=C1NCCc2scc(Br)c21;O=C1NCCc2scc(-c3ccc(F)cc3)c21;70.41;20;M3M;B15B;S27S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;;Cc1ccccc1[SPLIT]O
OB(O)c1ccccc1;CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4ccncc4c3I)cc2)CCC1;CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4ccncc4c3-c3ccccc3)cc2)CCC1;63.75;20;M9M;B13B;S21S;[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;[Cs+].[F-];COCCOC
CCCCOc1ccc(B(O)O)cn1;Brc1cnc(Br)nc1;CCCCOc1ccc(-c2ncc(Br)cn2)cn1;36.95;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
OB(O)c1ccncc1;Brc1ccc2ccncc2c1;c1cc(-c2ccc3ccncc3c2)ccn1;93.9;20;M1M;B12B;S19S;Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1;;O=C([O-])[O-].[Na+].[Na+];CN(C)C=O
OB(O)c1cncc(Cl)c1;C[C@@]1(c2cc(Br)c(F)cc2F)Cn2ccnc2C(N)=N1;C[C@@]1(c2cc(-c3cncc(Cl)c3)c(F)cc2F)Cn2ccnc2C(N)=N1;56.85;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]CCO[SPLIT]O
OB(O)c1ccccc1;CCOC(=O)COc1ncc(Br)cc1[N+](=O)[O-];CCOC(=O)COc1ncc(-c2ccccc2)cc1[N+](=O)[O-];38.0;20;M6M;B13B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;[Cs+].[F-];COCCOC[SPLIT]ClCCl
OB(O)c1cccc(Cl)c1;Cn1c(=O)n(CCCOC2CCCCO2)c(=O)c2c(C(O)c3ccc(Cl)cc3)c(Br)sc21;Cn1c(=O)n(CCCOC2CCCCO2)c(=O)c2c(C(O)c3ccc(Cl)cc3)c(-c3cccc(Cl)c3)sc21;76.0;20;M3M;B16B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1
O=C(O)c1cccc(B(O)O)c1;Clc1ccc(CCOc2ccc(I)nn2)cc1;O=C(O)c1cccc(-c2ccc(OCCc3ccc(Cl)cc3)nn2)c1;81.05;20;M3M;B12B;S25S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
Cc1ccc(B(O)O)cc1;O[C@@H]1CC[C@@H](Nc2ccc3ncc(I)n3n2)CC1;Cc1ccc(-c2cnc3ccc(N[C@@H]4CC[C@@H](O)CC4)nn23)cc1;70.8;20;M6M;B12B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[Na+].[Na+];C1COCCO1[SPLIT]CCOC(C)=O[SPLIT]O
COc1ccc(F)cc1-c1cn(COCC[Si](C)(C)C)c2ncc(B(O)O)c(Cl)c12;CN(C)C(=O)c1nc(I)cnc1N;COc1ccc(F)cc1-c1cn(COCC[Si](C)(C)C)c2ncc(-c3cnc(N)c(C(=O)N(C)C)n3)c(Cl)c12;47.15;20;M0M;B12B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=C([O-])O.[Na+];CC#N[SPLIT]Cc1ccccc1[SPLIT]ClCCl
OB(O)c1ccccc1;Brc1cnc2ccccc2c1;c1ccc(-c2cnc3ccccc3c2)cc1;73.05;20;M3M;B12B;S22S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]ClCCl[SPLIT]O
COC(=O)c1ccc(B(O)O)c(F)c1;O=C(c1c(Cl)cccc1C(F)(F)F)n1nc(Br)c2ncc(CO)cc21;COC(=O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cc(CO)cnc23)c(F)c1;52.6;20;M0M;B16B;S28S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];C1COCCO1[SPLIT]O
Cn1ncc2cc(B(O)O)ccc21;COC(=O)c1cc(Br)nc2c3ccc(Cl)cc3n(Cc3ccc(OC)cc3)c12;COC(=O)c1cc(-c2ccc3c(cnn3C)c2)nc2c3ccc(Cl)cc3n(Cc3ccc(OC)cc3)c12;54.85;20;M4M;B16B;S22S;CC(=O)[O-].CC(=O)[O-].[Pd+2];COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1;O=P([O-])([O-])[O-].[K+].[K+].[K+];
Cc1cccc(B(O)O)c1;COc1cccc(N(C)C(=O)c2ccc(Br)s2)c1;COc1cccc(N(C)C(=O)c2ccc(-c3cccc(C)c3)s2)c1;77.05;20;M7M;B15B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;;
OB(O)c1ccncc1;COc1ccc(NC(=O)c2coc(Br)c2)cc1N1CCN(C)CC1;COc1ccc(NC(=O)c2coc(-c3ccncc3)c2)cc1N1CCN(C)CC1;18.0;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
CSc1ccc(B(O)O)cc1;Oc1ccc(Br)nc1;CSc1ccc(-c2ccc(O)cn2)cc1;69.0;20;M3M;B12B;S21S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC
CC1CCCN1Cc1ccc(B(O)O)s1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1;CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4ccc(CN5CCCC5C)s4)cc23)CC1;29.3;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[K+].[K+];C1COCCO1[SPLIT]O
OB(O)c1ccc(F)c(F)c1;COc1cccc(N(C)C(=O)c2ccc(Br)s2)c1;COc1cccc(N(C)C(=O)c2ccc(-c3ccc(F)c(F)c3)s2)c1;64.95;20;M7M;B15B;S22S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;;
OB(O)c1ccc(Cl)c(Cl)c1;Cn1c(=O)n(CCCO[Si](C)(C)C(C)(C)C)c(=O)c2c1nc(Br)n2Cc1ccccc1;Cn1c(=O)n(CCCO[Si](C)(C)C(C)(C)C)c(=O)c2c1nc(-c1ccc(Cl)c(Cl)c1)n2Cc1ccccc1;86.35;20;M7M;B12B;S25S;[Pd];c1ccc(P(c2ccccc2)c2ccccc2)cc1;O=C([O-])[O-].[K+].[K+];CCO[SPLIT]Cc1ccccc1[SPLIT]O
Cc1ccccc1B(O)O;Brc1ccccn1;Cc1ccccc1-c1ccccn1;68.9;20;M5M;B16B;S27S;[Pd].[Pd];COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];Cc1ccccc1[SPLIT]O
OB(O)c1cc2ccccc2o1;N#Cc1ccc2c(c1)c(Br)nn2C1CCCCO1;N#Cc1ccc2c(c1)c(-c1cc3ccccc3o1)nn2C1CCCCO1;62.15;20;M0M;B16B;S22S;Cl[Pd]Cl;[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1;O=P([O-])([O-])[O-].[K+].[K+].[K+];ClCCl
CCCCOc1ccc(B(O)O)cc1;Nc1ncccc1Br;CCCCOc1ccc(-c2cccnc2N)cc1;61.7;20;M3M;B12B;S28S;c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1;;O=C([O-])[O-].[Na+].[Na+];COCCOC[SPLIT]O
